product_name,category,quantity,price,region
Tablet,Fashion,4,737,East
Shirt,Fashion,4,1869,South
Shoes,Electronics,5,1613,West
Shoes,Fashion,4,945,South
Phone,Electronics,4,1253,West
Watch,Electronics,4,1125,South
Headphones,Electronics,3,1267,East
Phone,Electronics,1,1820,East
Speaker,Fashion,2,341,East
Speaker,Electronics,1,662,East
Speaker,Electronics,4,1019,East
Headphones,Fashion,1,1486,North
Jeans,Fashion,4,935,South
Headphones,Fashion,2,1307,East
Tablet,Electronics,1,426,South
Watch,Fashion,4,1505,East
Watch,Fashion,1,1141,East
Tablet,Fashion,2,799,West
Laptop,Fashion,2,1848,South
Tablet,Fashion,5,1232,East
Laptop,Fashion,2,1490,West
Headphones,Fashion,3,1124,North
Shoes,Electronics,5,988,South
Watch,Electronics,2,1968,South
Shoes,Electronics,1,871,North
Headphones,Electronics,4,1511,South
Tablet,Fashion,2,985,North
Speaker,Fashion,3,288,South
Camera,Electronics,5,1822,East
Phone,Fashion,2,1994,West
Jeans,Fashion,3,211,North
Watch,Fashion,1,667,South
Camera,Electronics,1,228,East
Camera,Electronics,3,1556,North
Headphones,Electronics,2,1085,East
Shoes,Fashion,5,1963,South
Jeans,Electronics,3,1111,East
Laptop,Electronics,4,824,West
Jeans,Electronics,5,1286,East
Tablet,Electronics,2,1813,East
Headphones,Fashion,5,1714,West
Headphones,Electronics,1,763,East
Jeans,Fashion,1,1376,South
Laptop,Fashion,1,947,West
Jeans,Electronics,1,1258,South
Camera,Electronics,4,1153,East
Watch,Electronics,1,1856,South
Headphones,Fashion,3,1377,East
Headphones,Electronics,1,294,North
Speaker,Fashion,4,1527,West
Shirt,Fashion,3,1948,North
Jeans,Electronics,3,1339,North
Laptop,Fashion,3,346,East
Watch,Electronics,4,1802,North
Shirt,Fashion,2,1771,West
Watch,Fashion,3,1948,West
Speaker,Electronics,5,644,West
Shirt,Fashion,1,1560,South
Camera,Fashion,5,1432,East
Watch,Electronics,3,1972,West
Tablet,Fashion,5,768,West
Shoes,Electronics,3,967,North
Camera,Fashion,5,782,West
Shirt,Electronics,4,1449,West
Camera,Electronics,5,1439,East
Watch,Fashion,5,1201,West
Headphones,Electronics,4,1359,West
Shoes,Fashion,4,1909,East
Tablet,Electronics,2,1332,North
Laptop,Fashion,4,1970,South
Headphones,Fashion,5,1325,East
Tablet,Electronics,2,888,South
Headphones,Fashion,1,914,North
Headphones,Fashion,1,826,East
Shirt,Fashion,4,1050,East
Laptop,Electronics,4,818,North
Tablet,Fashion,4,769,East
Phone,Fashion,3,916,West
Jeans,Fashion,3,145,North
Shirt,Electronics,5,618,North
Watch,Electronics,4,882,North
Speaker,Fashion,4,1028,East
Tablet,Fashion,5,105,South
Tablet,Electronics,1,297,West
Laptop,Fashion,3,1611,East
Tablet,Electronics,5,224,West
Shirt,Fashion,1,535,West
Jeans,Electronics,2,1437,South
Camera,Electronics,5,1606,South
Headphones,Electronics,4,778,West
Phone,Fashion,4,889,West
Shirt,Fashion,1,939,South
Jeans,Fashion,5,701,North
Jeans,Fashion,4,912,West
Jeans,Fashion,4,1072,West
Jeans,Electronics,3,1761,West
Camera,Electronics,3,771,North
Jeans,Electronics,5,1942,South
Shirt,Electronics,4,452,East
Camera,Fashion,1,1832,East
Headphones,Fashion,5,228,West
Watch,Fashion,1,238,West
Laptop,Electronics,4,833,West
Tablet,Electronics,2,1778,North
Headphones,Fashion,3,506,West
Headphones,Fashion,3,1711,South
Phone,Electronics,5,1048,North
Headphones,Fashion,5,912,West
Shirt,Electronics,4,390,East
Jeans,Fashion,5,1469,North
Jeans,Electronics,2,249,South
Speaker,Fashion,1,666,West
Speaker,Fashion,3,1032,East
Shirt,Fashion,3,1012,West
Speaker,Electronics,3,1236,South
Watch,Fashion,3,1981,East
Phone,Fashion,1,1493,West
Headphones,Electronics,3,1533,West
Camera,Fashion,2,384,North
Speaker,Electronics,2,1960,West
Headphones,Fashion,3,1822,East
Shirt,Fashion,3,992,North
Tablet,Fashion,2,222,North
Laptop,Fashion,2,294,South
Shoes,Electronics,1,598,East
Jeans,Fashion,2,1102,North
Watch,Electronics,5,623,West
Phone,Electronics,2,1189,West
Phone,Fashion,2,1939,North
Headphones,Electronics,5,1008,West
Camera,Electronics,3,239,West
Tablet,Electronics,4,1931,North
Shirt,Fashion,3,1439,South
Phone,Fashion,5,506,South
Jeans,Fashion,1,1648,East
Speaker,Fashion,4,829,East
Camera,Fashion,2,1410,North
Jeans,Fashion,2,1169,South
Laptop,Fashion,1,105,North
Watch,Fashion,2,1713,East
Speaker,Electronics,2,183,North
Shirt,Electronics,5,1091,East
Laptop,Fashion,2,452,South
Shirt,Electronics,3,206,West
Shoes,Fashion,5,227,South
Speaker,Electronics,2,945,West
Shoes,Fashion,3,1168,West
Shoes,Electronics,4,659,East
Headphones,Electronics,3,531,West
Headphones,Electronics,1,1994,East
Jeans,Fashion,2,994,East
Camera,Electronics,3,1916,North
Headphones,Electronics,2,1833,South
Speaker,Fashion,2,1142,East
Laptop,Fashion,3,1301,South
Camera,Electronics,5,1927,East
Watch,Electronics,5,1934,North
Laptop,Fashion,4,397,South
Shoes,Electronics,4,604,North
Camera,Fashion,1,1920,North
Tablet,Fashion,3,866,West
Shoes,Electronics,1,291,North
Camera,Electronics,5,1118,North
Jeans,Fashion,4,686,West
Headphones,Electronics,4,1310,North
Laptop,Electronics,3,1928,North
Laptop,Fashion,2,612,East
Jeans,Fashion,3,411,West
Watch,Fashion,2,967,North
Phone,Fashion,3,158,South
Shoes,Electronics,1,1137,North
Headphones,Fashion,1,690,East
Jeans,Electronics,1,1613,East
Shirt,Electronics,5,665,West
Laptop,Electronics,1,1250,North
Watch,Electronics,1,616,South
Speaker,Fashion,2,827,North
Shirt,Fashion,4,1059,North
Camera,Electronics,3,496,North
Speaker,Electronics,3,1104,East
Shoes,Fashion,3,1289,South
Jeans,Electronics,1,1611,West
Laptop,Electronics,5,290,East
Headphones,Electronics,1,1741,South
Tablet,Fashion,2,1117,North
Speaker,Electronics,2,1516,West
Phone,Electronics,1,810,West
Shoes,Electronics,3,139,North
Speaker,Fashion,1,1193,East
Speaker,Electronics,2,327,North
Shoes,Electronics,2,1072,North
Phone,Fashion,3,1866,South
Shoes,Electronics,3,213,West
Camera,Electronics,2,345,North
Speaker,Fashion,3,717,East
Jeans,Fashion,1,756,East
Shirt,Electronics,2,108,South
Watch,Fashion,3,1457,South
Camera,Fashion,2,1391,South
Watch,Electronics,2,1465,East
Speaker,Fashion,2,366,North
Phone,Electronics,4,1135,North
Laptop,Electronics,5,893,North
Jeans,Fashion,2,745,South
Headphones,Fashion,4,1596,East
Phone,Electronics,1,1227,East
Camera,Fashion,1,1059,South
Jeans,Fashion,2,1389,South
Tablet,Fashion,4,1547,East
Camera,Fashion,1,1948,North
Speaker,Fashion,1,626,West
Headphones,Electronics,3,1058,West
Shoes,Fashion,5,457,North
Shirt,Fashion,3,525,North
Tablet,Electronics,2,1300,West
Speaker,Fashion,1,1597,West
Laptop,Fashion,4,1640,West
Shirt,Fashion,1,1731,South
Speaker,Electronics,2,929,East
Jeans,Electronics,1,1328,West
Headphones,Electronics,4,1052,South
Shirt,Fashion,5,591,East
Speaker,Fashion,4,691,North
Tablet,Electronics,4,226,East
Shoes,Electronics,5,224,East
Camera,Electronics,1,1214,South
Tablet,Electronics,3,1745,North
Tablet,Electronics,2,312,East
Shoes,Fashion,3,1761,South
Speaker,Electronics,2,461,North
Camera,Fashion,4,683,West
Speaker,Fashion,2,1065,North
Jeans,Fashion,3,319,West
Camera,Electronics,3,1147,North
Phone,Fashion,4,571,West
Jeans,Fashion,1,1326,South
Watch,Electronics,2,1186,South
Shoes,Electronics,1,1731,South
Shirt,Fashion,1,782,East
Camera,Electronics,1,1977,East
Phone,Electronics,5,142,North
Shoes,Electronics,1,1082,South
Laptop,Electronics,1,1697,East
Phone,Fashion,1,426,North
Speaker,Electronics,5,1134,South
Camera,Electronics,3,1408,East
Jeans,Electronics,5,1803,North
Shoes,Electronics,1,230,North
Headphones,Electronics,1,1134,North
Jeans,Electronics,1,941,North
Headphones,Electronics,1,1256,West
Camera,Fashion,2,1587,East
Phone,Fashion,5,1894,East
Camera,Electronics,1,1629,North
Tablet,Fashion,1,736,North
Laptop,Fashion,2,1208,South
Jeans,Fashion,1,135,South
Watch,Electronics,3,1760,North
Jeans,Electronics,3,1167,South
Jeans,Electronics,2,907,South
Tablet,Fashion,1,158,West
Headphones,Electronics,5,557,East
Shirt,Fashion,2,824,South
Jeans,Electronics,3,1124,West
Tablet,Electronics,5,1792,South
Camera,Fashion,1,1770,North
Phone,Fashion,1,1972,West
Phone,Electronics,5,1040,South
Shirt,Fashion,5,1941,South
Camera,Electronics,3,1645,East
Jeans,Fashion,3,431,South
Watch,Electronics,3,709,East
Shoes,Electronics,3,488,South
Shirt,Electronics,5,951,East
Tablet,Fashion,4,219,East
Tablet,Electronics,3,1073,South
Jeans,Fashion,3,1545,West
Phone,Fashion,2,483,South
Tablet,Fashion,2,1025,East
Shirt,Fashion,1,1601,West
Headphones,Fashion,1,1241,West
Phone,Electronics,2,718,North
Tablet,Electronics,5,421,West
Phone,Electronics,4,686,West
Watch,Fashion,5,579,East
Shoes,Fashion,3,1383,North
Laptop,Electronics,1,336,North
Shoes,Fashion,3,1785,South
Watch,Electronics,5,949,South
Tablet,Fashion,1,515,West
Phone,Electronics,5,685,East
Tablet,Fashion,5,884,South
Camera,Fashion,5,1997,South
Phone,Fashion,4,1018,North
Phone,Fashion,4,378,East
Shoes,Fashion,2,1240,West
Watch,Electronics,3,1375,East
Speaker,Electronics,5,389,East
Camera,Fashion,1,1184,West
Watch,Electronics,4,626,East
Tablet,Fashion,4,1302,North
Tablet,Electronics,2,1827,North
Watch,Fashion,2,633,West
Speaker,Electronics,3,1172,North
Laptop,Electronics,4,1985,North
Camera,Fashion,5,1941,South
Speaker,Fashion,5,1160,South
Laptop,Electronics,3,1161,North
Phone,Fashion,3,1065,North
Jeans,Fashion,1,116,South
Tablet,Fashion,3,257,North
Shirt,Fashion,1,1400,South
Camera,Fashion,4,369,South
Shirt,Electronics,4,1000,West
Phone,Fashion,5,1416,North
Phone,Fashion,5,1796,East
Camera,Electronics,1,1613,North
Jeans,Fashion,5,754,South
Headphones,Electronics,2,189,South
Laptop,Fashion,5,1436,East
Headphones,Fashion,2,1993,South
Tablet,Fashion,2,387,East
Tablet,Fashion,1,755,West
Laptop,Electronics,3,626,East
Tablet,Electronics,1,882,East
Shirt,Electronics,5,1607,West
Speaker,Electronics,2,910,South
Speaker,Fashion,3,612,South
Speaker,Fashion,2,307,East
Camera,Fashion,1,1854,North
Shoes,Fashion,1,1344,North
Speaker,Electronics,3,1609,East
Headphones,Electronics,5,1301,East
Shoes,Fashion,4,748,North
Phone,Electronics,3,1191,North
Speaker,Electronics,5,334,North
Speaker,Electronics,4,336,North
Jeans,Electronics,4,947,South
Headphones,Fashion,5,1123,East
Speaker,Fashion,1,185,North
Phone,Fashion,1,495,South
Headphones,Fashion,4,306,West
Tablet,Fashion,1,1848,West
Jeans,Fashion,1,625,West
Headphones,Electronics,3,826,North
Watch,Fashion,3,496,West
Jeans,Fashion,2,186,South
Phone,Electronics,1,1688,North
Jeans,Fashion,2,1912,South
Headphones,Electronics,4,1896,South
Jeans,Fashion,5,1518,North
Laptop,Fashion,3,1334,South
Shirt,Electronics,5,1258,North
Headphones,Fashion,4,635,South
Shirt,Fashion,4,1049,South
Laptop,Electronics,1,109,West
Phone,Fashion,4,1227,South
Jeans,Electronics,1,1076,East
Laptop,Fashion,1,800,South
Laptop,Electronics,3,570,West
Phone,Electronics,5,400,South
Headphones,Electronics,2,1322,East
Camera,Fashion,4,1856,South
Laptop,Electronics,2,855,East
Laptop,Electronics,1,1082,North
Tablet,Electronics,2,229,North
Headphones,Electronics,3,1096,East
Speaker,Fashion,3,371,East
Jeans,Fashion,2,1218,East
Shirt,Electronics,2,1032,East
Shirt,Electronics,4,1021,West
Headphones,Fashion,2,780,South
Shoes,Fashion,2,1380,North
Jeans,Fashion,2,555,South
Shoes,Electronics,3,1773,North
Shoes,Fashion,4,1329,South
Watch,Electronics,1,1892,West
Speaker,Electronics,3,1182,West
Watch,Fashion,1,168,South
Jeans,Fashion,4,735,South
Speaker,Fashion,5,1816,North
Shirt,Fashion,1,1823,East
Watch,Fashion,5,1959,East
Phone,Fashion,1,1600,East
Headphones,Fashion,4,834,South
Shirt,Fashion,2,1823,West
Headphones,Electronics,2,1337,West
Watch,Fashion,2,1245,West
Laptop,Fashion,3,142,South
Camera,Fashion,5,1601,North
Jeans,Electronics,1,1800,North
Phone,Fashion,1,734,South
Headphones,Electronics,2,1924,West
Jeans,Electronics,2,571,South
Jeans,Fashion,2,1953,West
Phone,Electronics,3,1840,West
Speaker,Electronics,3,353,West
Headphones,Fashion,1,1532,East
Headphones,Electronics,1,962,East
Watch,Fashion,2,1026,West
Watch,Electronics,1,1182,South
Laptop,Electronics,2,222,West
Camera,Fashion,2,648,East
Laptop,Electronics,2,1407,East
Camera,Fashion,4,694,East
Laptop,Electronics,2,1483,West
Shirt,Fashion,3,1936,East
Phone,Electronics,5,1758,South
Jeans,Electronics,4,761,West
Jeans,Fashion,3,463,East
Laptop,Fashion,2,1395,West
Camera,Fashion,4,1411,West
Headphones,Fashion,3,829,East
Shirt,Fashion,3,890,East
Shoes,Fashion,4,644,West
Tablet,Electronics,2,448,East
Jeans,Electronics,4,303,North
Headphones,Fashion,5,1451,East
Camera,Fashion,3,418,East
Shoes,Fashion,2,1791,East
Phone,Electronics,5,1195,North
Laptop,Fashion,4,1713,South
Speaker,Electronics,3,587,West
Shoes,Electronics,1,430,South
Laptop,Fashion,3,1300,North
Watch,Electronics,1,1274,North
Shirt,Fashion,5,1922,East
Laptop,Fashion,5,677,West
Watch,Fashion,4,1780,North
Tablet,Fashion,3,971,East
Jeans,Fashion,5,625,East
Laptop,Electronics,4,1313,East
Tablet,Electronics,5,1142,North
Headphones,Fashion,1,926,East
Speaker,Electronics,3,1254,South
Camera,Electronics,4,110,East
Shoes,Electronics,3,1314,South
Headphones,Fashion,3,1589,South
Tablet,Fashion,5,102,East
Tablet,Fashion,2,1555,West
Shirt,Electronics,1,986,South
Shoes,Fashion,3,566,South
Shirt,Fashion,3,1177,North
Watch,Electronics,3,428,West
Laptop,Fashion,3,225,East
Speaker,Fashion,5,571,North
Phone,Electronics,5,1376,East
Tablet,Electronics,1,1680,South
Camera,Electronics,5,1126,West
Phone,Fashion,2,1296,West
Watch,Electronics,4,447,East
Shirt,Electronics,3,1477,South
Laptop,Electronics,5,658,South
Camera,Fashion,3,924,West
Speaker,Electronics,1,758,West
Tablet,Fashion,5,1854,South
Speaker,Fashion,1,541,South
Jeans,Fashion,2,457,North
Shoes,Fashion,4,934,South
Phone,Electronics,3,709,South
Speaker,Fashion,4,1586,South
Shoes,Electronics,5,1687,South
Speaker,Electronics,2,519,North
Tablet,Fashion,3,512,North
Shoes,Fashion,5,1942,North
Speaker,Fashion,1,491,West
Laptop,Electronics,3,501,North
Shirt,Fashion,4,1963,West
Laptop,Electronics,1,1572,South
Jeans,Fashion,5,243,South
Shirt,Electronics,4,1907,North
Shoes,Fashion,2,1452,South
Shirt,Fashion,2,1120,South
Tablet,Fashion,4,948,West
Phone,Electronics,2,860,North
Phone,Fashion,5,1260,West
Shoes,Fashion,5,1108,South
Shoes,Fashion,3,1139,East
Shirt,Fashion,1,646,North
Tablet,Fashion,1,1732,West
Headphones,Electronics,5,114,North
Shirt,Fashion,1,1604,North
Shoes,Electronics,5,1641,North
Tablet,Electronics,5,353,North
Camera,Electronics,4,1336,North
Watch,Fashion,1,1518,South
Headphones,Electronics,3,1910,South
Speaker,Fashion,3,427,East
Camera,Fashion,2,933,West
Jeans,Electronics,4,1334,South
Watch,Electronics,4,418,East
Shirt,Electronics,1,1960,South
Headphones,Electronics,1,1819,North
Tablet,Fashion,1,790,North
Watch,Fashion,5,215,North
Shoes,Electronics,1,1243,South
Laptop,Electronics,2,1148,South
Shoes,Fashion,1,1685,North
Headphones,Electronics,4,1605,North
Watch,Electronics,1,1788,North
Speaker,Electronics,1,1390,East
Headphones,Fashion,4,1143,East
Laptop,Fashion,4,1876,South
Phone,Electronics,2,1645,North
Speaker,Fashion,1,1253,West
Speaker,Fashion,1,1938,East
Jeans,Electronics,4,411,South
Phone,Fashion,2,133,East
Phone,Fashion,5,860,East
Speaker,Electronics,2,377,East
Phone,Fashion,2,373,East
Camera,Fashion,3,1138,West
Shirt,Electronics,2,1400,East
Camera,Fashion,5,799,East
Laptop,Fashion,4,541,West
Headphones,Fashion,4,826,North
Phone,Fashion,5,1943,West
Shoes,Fashion,1,803,South
Phone,Electronics,4,917,North
Shirt,Electronics,1,582,East
Speaker,Fashion,5,575,West
Laptop,Fashion,1,890,East
Watch,Fashion,5,446,South
Headphones,Fashion,1,136,South
Camera,Fashion,4,1175,East
Shirt,Electronics,1,1046,West
Camera,Electronics,3,243,West
Camera,Electronics,5,671,East
Shirt,Fashion,2,1590,West
Watch,Fashion,1,1366,East
Tablet,Electronics,4,1638,North
Headphones,Electronics,3,1781,East
Shirt,Fashion,3,698,North
Shoes,Fashion,4,1505,South
Laptop,Fashion,5,453,North
Tablet,Electronics,2,1738,North
Shoes,Electronics,3,1308,North
Watch,Fashion,4,1400,North
Shirt,Fashion,3,1425,West
Headphones,Electronics,4,471,East
Camera,Electronics,5,1793,South
Speaker,Electronics,5,1623,North
Phone,Electronics,4,1323,South
Watch,Fashion,3,1108,North
Phone,Fashion,5,1793,North
Shoes,Electronics,4,323,South
Headphones,Electronics,5,472,South
Laptop,Electronics,1,1608,North
Watch,Electronics,5,1348,South
Headphones,Fashion,1,1301,West
Shoes,Fashion,3,841,West
Watch,Electronics,5,277,East
Tablet,Electronics,5,317,North
Jeans,Electronics,4,263,East
Headphones,Fashion,4,593,North
Headphones,Fashion,1,1602,South
Speaker,Fashion,2,269,West
Phone,Electronics,3,458,North
Headphones,Electronics,3,1520,East
Shoes,Fashion,1,1938,South
Speaker,Fashion,5,419,South
Laptop,Fashion,3,418,South
Phone,Fashion,5,636,North
Watch,Fashion,1,1708,North
Tablet,Electronics,4,1459,South
Watch,Electronics,4,396,East
Shirt,Fashion,4,784,North
Shirt,Fashion,1,1380,East
Camera,Fashion,1,360,South
Jeans,Fashion,4,1503,North
Laptop,Fashion,1,1342,North
Laptop,Electronics,2,1100,North
Headphones,Fashion,1,352,East
Speaker,Fashion,1,1925,North
Phone,Fashion,2,1023,West
Jeans,Electronics,5,1415,West
Laptop,Electronics,3,1259,East
Camera,Fashion,1,319,West
Phone,Fashion,5,1103,West
Laptop,Fashion,5,368,East
Speaker,Electronics,3,1101,West
Tablet,Electronics,1,1097,West
Laptop,Fashion,1,242,East
Shirt,Fashion,5,1800,South
Watch,Electronics,3,890,South
Jeans,Fashion,5,1092,East
Jeans,Electronics,5,141,South
Speaker,Fashion,1,1471,East
Headphones,Fashion,5,1759,East
Laptop,Fashion,2,1751,North
Camera,Electronics,3,659,West
Phone,Fashion,4,1235,North
Headphones,Electronics,1,339,South
Watch,Electronics,3,641,North
Shirt,Electronics,3,543,South
Laptop,Fashion,1,701,North
Shirt,Fashion,4,1715,West
Laptop,Fashion,2,647,East
Headphones,Electronics,1,1762,West
Laptop,Fashion,3,1993,South
Jeans,Fashion,2,1246,North
Phone,Fashion,5,831,North
Phone,Electronics,4,754,West
Headphones,Fashion,5,1484,North
Watch,Electronics,3,595,West
Shirt,Fashion,4,587,North
Jeans,Fashion,1,932,East
Speaker,Electronics,1,303,South
Phone,Fashion,1,687,East
Jeans,Fashion,5,1047,South
Headphones,Fashion,4,1052,East
Tablet,Electronics,1,682,South
Watch,Electronics,4,1639,West
Shoes,Electronics,1,1740,West
Tablet,Fashion,3,576,South
Headphones,Electronics,3,800,North
Jeans,Electronics,2,1135,West
Phone,Fashion,1,1150,North
Watch,Electronics,5,356,East
Jeans,Fashion,1,333,South
Watch,Electronics,3,938,South
Shirt,Electronics,3,1647,East
Headphones,Electronics,2,1634,North
Camera,Fashion,5,668,South
Headphones,Fashion,1,985,East
Shoes,Electronics,1,911,East
Speaker,Electronics,5,556,North
Shoes,Fashion,3,397,North
Watch,Fashion,1,1529,West
Shoes,Electronics,5,164,North
Jeans,Fashion,2,1587,South
Laptop,Electronics,4,918,West
Watch,Fashion,3,1531,East
Laptop,Electronics,2,591,North
Speaker,Fashion,5,582,West
Watch,Electronics,4,580,West
Laptop,Fashion,3,241,North
Laptop,Fashion,4,1524,East
Speaker,Fashion,3,658,South
Shirt,Fashion,5,1707,East
Speaker,Electronics,3,666,West
Tablet,Electronics,2,1120,West
Speaker,Fashion,2,675,South
Tablet,Fashion,3,1604,North
Watch,Electronics,5,1036,West
Laptop,Electronics,3,1713,North
Jeans,Fashion,2,1753,South
Camera,Fashion,5,391,East
Tablet,Electronics,3,499,South
Phone,Electronics,1,1939,West
Watch,Fashion,2,149,East
Camera,Fashion,2,852,South
Watch,Electronics,5,920,West
Headphones,Electronics,3,1335,East
Speaker,Fashion,1,1911,East
Shoes,Fashion,5,635,North
Laptop,Fashion,5,386,South
Shirt,Electronics,5,1021,East
Shoes,Electronics,4,585,West
Headphones,Fashion,2,435,North
Speaker,Electronics,4,1815,North
Speaker,Fashion,5,1943,East
Shirt,Electronics,5,706,East
Tablet,Fashion,5,1930,East
Camera,Fashion,1,820,North
Tablet,Electronics,4,723,East
Headphones,Electronics,5,1418,East
Speaker,Fashion,1,1821,North
Tablet,Electronics,3,1434,North
Tablet,Fashion,3,310,South
Shoes,Fashion,5,963,East
Phone,Fashion,2,837,West
Tablet,Fashion,4,203,East
Shoes,Fashion,4,1982,West
Tablet,Electronics,4,1194,East
Jeans,Fashion,4,1935,East
Phone,Fashion,4,780,East
Watch,Electronics,4,461,South
Camera,Electronics,2,287,West
Watch,Electronics,1,1694,North
Watch,Fashion,2,202,West
Tablet,Fashion,4,225,North
Speaker,Electronics,4,1132,South
Speaker,Fashion,1,319,South
Shirt,Electronics,1,1121,South
Speaker,Fashion,1,1293,East
Jeans,Electronics,1,693,West
Speaker,Fashion,5,1040,South
Speaker,Fashion,5,833,West
Laptop,Fashion,1,391,North
Tablet,Electronics,5,622,North
Camera,Fashion,5,706,West
Shirt,Electronics,1,1156,South
Speaker,Electronics,4,648,South
Watch,Fashion,5,1476,West
Watch,Electronics,5,873,West
Tablet,Electronics,2,968,South
Speaker,Electronics,1,1880,East
Jeans,Electronics,4,701,South
Shoes,Electronics,3,1560,West
Shoes,Fashion,4,305,North
Laptop,Electronics,4,651,South
Speaker,Electronics,1,1139,North
Watch,Fashion,2,1960,East
Headphones,Electronics,3,1696,South
Phone,Electronics,5,683,South
Jeans,Fashion,2,1014,West
Tablet,Fashion,2,781,East
Speaker,Fashion,2,471,East
Headphones,Electronics,1,1927,North
Speaker,Electronics,2,751,West
Tablet,Electronics,3,1371,East
Shirt,Fashion,5,1972,South
Jeans,Fashion,2,407,West
Phone,Fashion,5,488,West
Headphones,Electronics,4,702,South
Jeans,Electronics,5,1888,West
Headphones,Fashion,1,1428,West
Camera,Electronics,5,1134,North
Shoes,Fashion,2,1597,East
Headphones,Electronics,3,933,West
Shoes,Fashion,3,784,West
Headphones,Fashion,3,1519,East
Phone,Fashion,1,430,South
Camera,Fashion,1,736,West
Shoes,Fashion,4,422,East
Tablet,Electronics,4,1927,South
Speaker,Electronics,4,1578,East
Watch,Fashion,2,1506,South
Tablet,Electronics,3,1892,South
Speaker,Fashion,4,1284,East
Camera,Electronics,2,1774,East
Headphones,Fashion,3,132,East
Camera,Electronics,1,1615,West
Phone,Fashion,3,799,East
Camera,Electronics,4,1156,East
Laptop,Electronics,1,1221,West
Watch,Fashion,4,1608,West
Camera,Electronics,4,1584,South
Watch,Electronics,2,644,East
Jeans,Electronics,2,105,South
Speaker,Fashion,4,1015,West
Speaker,Fashion,3,846,East
Tablet,Electronics,5,1591,East
Phone,Electronics,3,169,West
Headphones,Fashion,5,577,North
Tablet,Electronics,5,921,North
Phone,Fashion,2,1698,South
Headphones,Electronics,4,151,South
Camera,Electronics,5,517,South
Shirt,Electronics,1,659,East
Watch,Fashion,3,756,South
Shoes,Fashion,4,1936,West
Tablet,Fashion,3,867,North
Watch,Electronics,3,367,South
Shirt,Electronics,5,522,East
Laptop,Electronics,5,1220,North
Laptop,Electronics,1,634,West
Phone,Fashion,1,1395,West
Shoes,Electronics,2,899,East
Jeans,Electronics,5,1729,West
Camera,Electronics,4,843,East
Watch,Electronics,3,1885,West
Camera,Electronics,2,310,West
Phone,Electronics,2,369,East
Tablet,Electronics,2,611,North
Jeans,Electronics,4,1907,South
Shirt,Fashion,5,104,East
Jeans,Fashion,3,1753,West
Speaker,Electronics,2,1048,West
Camera,Fashion,1,1452,North
Tablet,Fashion,1,1660,West
Jeans,Electronics,4,141,West
Watch,Fashion,5,178,East
Shirt,Fashion,1,216,South
Jeans,Electronics,2,1612,South
Phone,Electronics,2,593,West
Phone,Electronics,5,1275,North
Laptop,Fashion,4,1128,South
Watch,Fashion,2,736,East
Laptop,Electronics,4,1930,East
Laptop,Electronics,1,1336,South
Laptop,Electronics,2,1652,South
Watch,Fashion,1,1776,East
Shoes,Fashion,4,663,East
Speaker,Fashion,1,1823,South
Camera,Fashion,4,1726,West
Shirt,Fashion,2,1542,East
Laptop,Fashion,2,1726,West
Headphones,Electronics,5,1005,East
Shirt,Fashion,5,467,West
Jeans,Fashion,5,1714,South
Jeans,Fashion,3,873,North
Headphones,Electronics,4,686,North
Jeans,Fashion,3,1611,North
Phone,Electronics,5,1717,East
Laptop,Fashion,5,131,North
Laptop,Fashion,5,1936,South
Jeans,Fashion,1,1065,South
Phone,Fashion,5,1821,North
Shoes,Electronics,4,1450,West
Speaker,Fashion,3,429,South
Tablet,Fashion,4,739,North
Shirt,Fashion,2,1066,North
Headphones,Electronics,1,640,South
Shirt,Fashion,1,1074,East
Shoes,Fashion,4,783,East
Headphones,Fashion,3,348,North
Watch,Fashion,3,865,East
Tablet,Electronics,3,1301,West
Headphones,Fashion,1,310,South
Laptop,Electronics,1,1513,East
Headphones,Electronics,5,942,West
Speaker,Fashion,2,122,West
Jeans,Fashion,5,131,West
Phone,Fashion,2,1294,West
Shirt,Fashion,5,668,South
Shoes,Fashion,5,917,West
Speaker,Fashion,4,402,North
Shoes,Fashion,5,1188,East
Headphones,Fashion,5,1387,South
Headphones,Fashion,5,466,East
Camera,Fashion,4,359,South
Tablet,Fashion,3,326,East
Watch,Fashion,4,685,East
Phone,Electronics,5,1174,North
Tablet,Fashion,5,439,North
Watch,Fashion,3,1436,West
Watch,Electronics,5,1612,North
Jeans,Fashion,1,1216,South
Phone,Electronics,5,157,North
Shoes,Fashion,5,1581,North
Camera,Fashion,4,1960,South
Jeans,Electronics,2,1257,East
Phone,Electronics,1,672,East
Phone,Fashion,2,619,North
Camera,Electronics,4,1447,West
Jeans,Electronics,3,195,East
Shoes,Fashion,5,1250,South
Jeans,Electronics,4,1612,South
Phone,Electronics,3,386,West
Tablet,Electronics,2,599,South
Shoes,Fashion,3,184,West
Shirt,Fashion,4,295,West
Laptop,Fashion,1,115,East
Camera,Fashion,5,1507,East
Shoes,Fashion,1,344,East
Laptop,Electronics,1,694,West
Camera,Electronics,2,1613,North
Tablet,Electronics,2,793,West
Shoes,Electronics,5,1933,South
Headphones,Electronics,1,532,South
Watch,Fashion,4,699,East
Laptop,Electronics,5,1399,South
Camera,Fashion,3,1711,West
Phone,Fashion,1,539,North
Phone,Fashion,4,325,West
Shirt,Electronics,2,1944,West
Shirt,Electronics,4,1293,West
Camera,Electronics,1,187,North
Phone,Electronics,2,1520,West
